date,order_id,product_id,product_name,quantity,unit_price,total_amount,channel,region,customer_id
2025-12-21,ORD-208584,P003,清爽防曬乳 SPF50+,2,520,1040,實體門市,新竹,C6273
2025-09-16,ORD-738576,P007,男士全效保濕霜,4,450,1800,蝦皮,台南,C7518
2025-06-25,ORD-943890,P005,毛孔緊緻精華液,4,680,2720,蝦皮,台中,C7762
2025-11-05,ORD-429159,P005,毛孔緊緻精華液,5,680,3400,蝦皮,台中,C4435
2025-11-16,ORD-805034,P005,毛孔緊緻精華液,3,680,2040,蝦皮,台中,C9255
2025-10-05,ORD-897730,P006,舒緩修復面膜,1,180,180,momo,新竹,C8870
2025-10-26,ORD-399817,P007,男士全效保濕霜,5,450,2250,實體門市,台北,C9564
2025-02-24,ORD-252386,P001,控油潔面凝膠,4,380,1520,官網,台北,C4275
2025-05-17,ORD-816586,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台中,C2016
2025-12-20,ORD-890200,P005,毛孔緊緻精華液,2,680,1360,官網,台南,C8415
2025-02-22,ORD-507777,P004,溫和卸妝水,5,350,1750,蝦皮,新竹,C5712
2025-12-21,ORD-506380,P001,控油潔面凝膠,4,380,1520,實體門市,台南,C1881
2025-01-07,ORD-750706,P005,毛孔緊緻精華液,2,680,1360,實體門市,台中,C7025
2025-10-29,ORD-408467,P004,溫和卸妝水,2,350,700,實體門市,台中,C2220
2025-04-06,ORD-225151,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台北,C8020
2025-05-23,ORD-268746,P005,毛孔緊緻精華液,2,680,1360,momo,台北,C6415
2025-08-27,ORD-438302,P003,清爽防曬乳 SPF50+,2,520,1040,官網,新竹,C5934
2025-09-09,ORD-922116,P006,舒緩修復面膜,1,180,180,momo,新竹,C4603
2025-04-05,ORD-267112,P002,保濕控油化妝水,5,420,2100,實體門市,新竹,C9798
2025-07-26,ORD-323717,P002,保濕控油化妝水,4,420,1680,momo,台南,C6911
2025-05-31,ORD-656268,P004,溫和卸妝水,5,350,1750,實體門市,新竹,C1144
2025-02-28,ORD-352023,P006,舒緩修復面膜,4,180,720,蝦皮,台北,C6258
2025-07-15,ORD-666479,P002,保濕控油化妝水,6,420,2520,momo,台北,C9468
2025-07-11,ORD-145981,P008,美白淡斑精華,4,780,3120,momo,台中,C6248
2025-09-21,ORD-275526,P002,保濕控油化妝水,1,420,420,官網,台北,C4453
2025-12-10,ORD-976258,P004,溫和卸妝水,4,350,1400,官網,台中,C9810
2025-12-26,ORD-883171,P007,男士全效保濕霜,1,450,450,蝦皮,台北,C8523
2025-06-19,ORD-156904,P001,控油潔面凝膠,2,380,760,蝦皮,台南,C2154
2025-10-22,ORD-527433,P004,溫和卸妝水,3,350,1050,實體門市,高雄,C7626
2025-08-10,ORD-508422,P006,舒緩修復面膜,1,180,180,官網,新竹,C1096
2025-11-25,ORD-147727,P002,保濕控油化妝水,5,420,2100,官網,台南,C9238
2025-02-24,ORD-736030,P005,毛孔緊緻精華液,3,680,2040,官網,台南,C8170
2025-07-15,ORD-597012,P007,男士全效保濕霜,1,450,450,蝦皮,新竹,C4602
2025-03-11,ORD-409307,P007,男士全效保濕霜,5,450,2250,蝦皮,台南,C7113
2025-01-06,ORD-143802,P003,清爽防曬乳 SPF50+,1,520,520,官網,新竹,C7456
2025-10-03,ORD-320256,P002,保濕控油化妝水,3,420,1260,momo,台中,C7760
2025-11-27,ORD-292930,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,新竹,C5140
2025-04-10,ORD-803571,P002,保濕控油化妝水,2,420,840,官網,新竹,C8557
2025-11-27,ORD-804313,P002,保濕控油化妝水,3,420,1260,官網,台南,C2608
2025-04-12,ORD-474486,P008,美白淡斑精華,3,780,2340,蝦皮,台中,C2639
2025-05-26,ORD-433222,P002,保濕控油化妝水,2,420,840,實體門市,高雄,C6379
2025-11-12,ORD-259797,P005,毛孔緊緻精華液,5,680,3400,momo,台南,C8017
2025-03-28,ORD-358133,P001,控油潔面凝膠,3,380,1140,蝦皮,高雄,C5533
2025-07-04,ORD-585331,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台南,C6004
2025-09-07,ORD-776909,P002,保濕控油化妝水,2,420,840,官網,台南,C3293
2025-10-03,ORD-869177,P004,溫和卸妝水,3,350,1050,官網,台北,C1305
2025-09-17,ORD-707021,P001,控油潔面凝膠,5,380,1900,實體門市,新竹,C4485
2025-01-19,ORD-665892,P005,毛孔緊緻精華液,5,680,3400,實體門市,台中,C6993
2025-07-20,ORD-868844,P004,溫和卸妝水,5,350,1750,momo,台中,C8613
2025-09-14,ORD-481540,P002,保濕控油化妝水,4,420,1680,官網,台中,C3717
2025-09-21,ORD-266956,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,新竹,C3395
2025-09-05,ORD-329448,P006,舒緩修復面膜,1,180,180,實體門市,台中,C2029
2025-05-16,ORD-144887,P006,舒緩修復面膜,2,180,360,蝦皮,新竹,C6918
2025-07-18,ORD-148693,P008,美白淡斑精華,4,780,3120,官網,台南,C2691
2025-12-27,ORD-706739,P005,毛孔緊緻精華液,3,680,2040,蝦皮,高雄,C7201
2025-07-07,ORD-494609,P002,保濕控油化妝水,7,420,2940,蝦皮,新竹,C7649
2025-06-30,ORD-931161,P006,舒緩修復面膜,4,180,720,實體門市,新竹,C1108
2025-09-14,ORD-273650,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,台北,C9430
2025-11-26,ORD-257538,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台中,C6934
2025-11-05,ORD-534753,P002,保濕控油化妝水,2,420,840,momo,台北,C8889
2025-12-12,ORD-320939,P008,美白淡斑精華,4,780,3120,蝦皮,高雄,C1367
2025-05-05,ORD-701344,P001,控油潔面凝膠,2,380,760,蝦皮,台中,C9399
2025-01-21,ORD-274421,P003,清爽防曬乳 SPF50+,1,520,520,momo,台中,C9464
2025-07-27,ORD-327114,P001,控油潔面凝膠,4,380,1520,實體門市,新竹,C8723
2025-09-04,ORD-970699,P003,清爽防曬乳 SPF50+,2,520,1040,實體門市,新竹,C3338
2025-10-26,ORD-791691,P003,清爽防曬乳 SPF50+,5,520,2600,momo,台中,C6614
2025-08-21,ORD-504186,P002,保濕控油化妝水,4,420,1680,蝦皮,台北,C1271
2025-04-14,ORD-734924,P007,男士全效保濕霜,2,450,900,官網,台中,C8796
2025-11-11,ORD-627778,P001,控油潔面凝膠,5,380,1900,官網,台北,C8901
2025-12-04,ORD-665482,P003,清爽防曬乳 SPF50+,5,520,2600,官網,高雄,C9553
2025-08-04,ORD-831531,P006,舒緩修復面膜,1,180,180,實體門市,台中,C8899
2025-07-15,ORD-943706,P006,舒緩修復面膜,5,180,900,官網,高雄,C3193
2025-05-11,ORD-187889,P008,美白淡斑精華,2,780,1560,momo,新竹,C9908
2025-07-29,ORD-105735,P005,毛孔緊緻精華液,2,680,1360,官網,新竹,C9561
2025-03-02,ORD-786341,P001,控油潔面凝膠,4,380,1520,蝦皮,台南,C7698
2025-07-05,ORD-783226,P002,保濕控油化妝水,4,420,1680,momo,台南,C9783
2025-08-05,ORD-388946,P006,舒緩修復面膜,5,180,900,實體門市,台中,C7770
2025-10-10,ORD-488196,P008,美白淡斑精華,2,780,1560,實體門市,台南,C6024
2025-10-23,ORD-871523,P006,舒緩修復面膜,4,180,720,蝦皮,台北,C4764
2025-08-17,ORD-633036,P003,清爽防曬乳 SPF50+,2,520,1040,實體門市,台南,C1852
2025-03-24,ORD-943442,P007,男士全效保濕霜,1,450,450,官網,台中,C8727
2025-11-04,ORD-167193,P007,男士全效保濕霜,1,450,450,momo,台中,C7075
2025-02-10,ORD-520106,P001,控油潔面凝膠,4,380,1520,momo,新竹,C1941
2025-03-31,ORD-111230,P008,美白淡斑精華,4,780,3120,蝦皮,新竹,C5685
2025-04-10,ORD-635348,P001,控油潔面凝膠,5,380,1900,蝦皮,新竹,C3776
2025-12-12,ORD-350878,P001,控油潔面凝膠,3,380,1140,官網,台中,C2422
2025-05-22,ORD-802191,P007,男士全效保濕霜,3,450,1350,實體門市,高雄,C4281
2025-09-23,ORD-194545,P001,控油潔面凝膠,1,380,380,momo,新竹,C6703
2025-06-27,ORD-735818,P005,毛孔緊緻精華液,2,680,1360,蝦皮,高雄,C7618
2025-10-22,ORD-283537,P001,控油潔面凝膠,3,380,1140,實體門市,新竹,C2744
2025-10-14,ORD-408545,P002,保濕控油化妝水,5,420,2100,momo,台北,C9409
2025-05-12,ORD-495397,P005,毛孔緊緻精華液,4,680,2720,實體門市,台中,C6565
2025-08-23,ORD-128679,P008,美白淡斑精華,5,780,3900,實體門市,台北,C5224
2025-02-04,ORD-809794,P007,男士全效保濕霜,2,450,900,蝦皮,台南,C7757
2025-06-30,ORD-401244,P001,控油潔面凝膠,4,380,1520,官網,高雄,C6603
2025-02-08,ORD-429119,P003,清爽防曬乳 SPF50+,4,520,2080,momo,台中,C5408
2025-04-04,ORD-872918,P004,溫和卸妝水,4,350,1400,蝦皮,台中,C4965
2025-05-16,ORD-312616,P004,溫和卸妝水,2,350,700,蝦皮,新竹,C6833
2025-03-21,ORD-182300,P002,保濕控油化妝水,1,420,420,實體門市,新竹,C1108
2025-10-05,ORD-489227,P001,控油潔面凝膠,4,380,1520,momo,高雄,C5501
2025-09-09,ORD-393880,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台中,C3101
2025-01-28,ORD-667036,P007,男士全效保濕霜,4,450,1800,官網,新竹,C6689
2025-07-21,ORD-832162,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台南,C1137
2025-01-07,ORD-709231,P004,溫和卸妝水,4,350,1400,官網,台南,C6924
2025-11-10,ORD-675210,P005,毛孔緊緻精華液,2,680,1360,momo,台中,C5413
2025-08-30,ORD-292847,P006,舒緩修復面膜,3,180,540,實體門市,高雄,C4449
2025-08-03,ORD-995825,P006,舒緩修復面膜,3,180,540,實體門市,台南,C8384
2025-04-03,ORD-819335,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,台北,C5422
2025-05-01,ORD-305587,P007,男士全效保濕霜,4,450,1800,蝦皮,台中,C8749
2025-01-05,ORD-623866,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,新竹,C9748
2025-06-11,ORD-363165,P008,美白淡斑精華,3,780,2340,官網,高雄,C2621
2025-12-20,ORD-325933,P003,清爽防曬乳 SPF50+,1,520,520,momo,高雄,C2577
2025-08-19,ORD-478496,P006,舒緩修復面膜,3,180,540,momo,新竹,C5222
2025-06-26,ORD-468145,P001,控油潔面凝膠,5,380,1900,蝦皮,新竹,C9821
2025-03-31,ORD-440881,P005,毛孔緊緻精華液,3,680,2040,實體門市,高雄,C2284
2025-07-15,ORD-762398,P005,毛孔緊緻精華液,4,680,2720,蝦皮,台中,C6527
2025-08-04,ORD-182954,P007,男士全效保濕霜,1,450,450,蝦皮,台南,C4739
2025-06-10,ORD-844943,P006,舒緩修復面膜,3,180,540,momo,新竹,C7479
2025-05-19,ORD-884225,P008,美白淡斑精華,3,780,2340,實體門市,高雄,C3741
2025-04-05,ORD-863124,P001,控油潔面凝膠,2,380,760,蝦皮,台南,C2311
2025-04-18,ORD-208013,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台北,C8752
2025-10-08,ORD-908382,P001,控油潔面凝膠,1,380,380,實體門市,新竹,C2363
2025-02-23,ORD-262816,P005,毛孔緊緻精華液,5,680,3400,官網,高雄,C6068
2025-04-28,ORD-564687,P004,溫和卸妝水,3,350,1050,蝦皮,台中,C9630
2025-03-29,ORD-795781,P001,控油潔面凝膠,1,380,380,momo,台南,C8801
2025-08-28,ORD-566453,P005,毛孔緊緻精華液,5,680,3400,蝦皮,新竹,C3900
2025-10-30,ORD-556106,P008,美白淡斑精華,5,780,3900,momo,台南,C8891
2025-10-04,ORD-563324,P004,溫和卸妝水,1,350,350,momo,台南,C7753
2025-05-14,ORD-111068,P003,清爽防曬乳 SPF50+,3,520,1560,官網,新竹,C3233
2025-06-26,ORD-661091,P005,毛孔緊緻精華液,4,680,2720,官網,高雄,C8816
2025-06-03,ORD-726003,P001,控油潔面凝膠,6,380,2280,蝦皮,台北,C9981
2025-07-11,ORD-687783,P004,溫和卸妝水,4,350,1400,實體門市,高雄,C5094
2025-03-25,ORD-331307,P007,男士全效保濕霜,4,450,1800,momo,台北,C7917
2025-11-17,ORD-901676,P004,溫和卸妝水,5,350,1750,momo,台南,C9715
2025-05-18,ORD-994940,P007,男士全效保濕霜,2,450,900,官網,台中,C3238
2025-05-29,ORD-747736,P002,保濕控油化妝水,4,420,1680,實體門市,台南,C9060
2025-04-07,ORD-259540,P006,舒緩修復面膜,1,180,180,官網,新竹,C1362
2025-04-06,ORD-382271,P002,保濕控油化妝水,3,420,1260,蝦皮,高雄,C1134
2025-04-30,ORD-115440,P002,保濕控油化妝水,2,420,840,實體門市,台中,C6601
2025-08-04,ORD-489438,P005,毛孔緊緻精華液,4,680,2720,實體門市,台北,C6410
2025-02-11,ORD-379449,P003,清爽防曬乳 SPF50+,1,520,520,實體門市,台北,C9899
2025-08-29,ORD-956949,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,台北,C2998
2025-05-08,ORD-359168,P007,男士全效保濕霜,4,450,1800,官網,台中,C8550
2025-02-18,ORD-508024,P004,溫和卸妝水,4,350,1400,momo,台南,C3598
2025-11-19,ORD-646230,P001,控油潔面凝膠,5,380,1900,官網,台南,C8884
2025-11-23,ORD-477934,P005,毛孔緊緻精華液,2,680,1360,官網,台中,C2850
2025-05-01,ORD-115799,P007,男士全效保濕霜,3,450,1350,蝦皮,台南,C2960
2025-07-22,ORD-144033,P004,溫和卸妝水,1,350,350,實體門市,新竹,C3539
2025-07-10,ORD-624203,P002,保濕控油化妝水,3,420,1260,官網,新竹,C6544
2025-11-17,ORD-472787,P001,控油潔面凝膠,1,380,380,蝦皮,新竹,C2759
2025-03-06,ORD-432125,P008,美白淡斑精華,2,780,1560,momo,高雄,C4161
2025-01-11,ORD-859587,P007,男士全效保濕霜,3,450,1350,蝦皮,台南,C1646
2025-09-06,ORD-409030,P008,美白淡斑精華,5,780,3900,實體門市,台中,C4057
2025-10-06,ORD-867979,P006,舒緩修復面膜,3,180,540,實體門市,台南,C3627
2025-02-05,ORD-410035,P003,清爽防曬乳 SPF50+,4,520,2080,momo,新竹,C7014
2025-08-21,ORD-869295,P001,控油潔面凝膠,7,380,2660,蝦皮,台北,C6965
2025-11-14,ORD-856027,P004,溫和卸妝水,3,350,1050,官網,新竹,C7348
2025-04-08,ORD-261618,P008,美白淡斑精華,5,780,3900,momo,台南,C7714
2025-11-25,ORD-200932,P006,舒緩修復面膜,1,180,180,官網,台北,C3126
2025-04-02,ORD-212255,P001,控油潔面凝膠,2,380,760,實體門市,台中,C2617
2025-01-17,ORD-651363,P007,男士全效保濕霜,4,450,1800,momo,台北,C7002
2025-04-24,ORD-318877,P002,保濕控油化妝水,1,420,420,實體門市,台北,C8668
2025-11-24,ORD-685126,P001,控油潔面凝膠,3,380,1140,實體門市,台南,C1955
2025-11-12,ORD-142627,P005,毛孔緊緻精華液,5,680,3400,官網,台南,C2276
2025-04-21,ORD-860397,P002,保濕控油化妝水,1,420,420,蝦皮,新竹,C7313
2025-04-08,ORD-788784,P004,溫和卸妝水,5,350,1750,蝦皮,新竹,C3931
2025-10-13,ORD-903506,P007,男士全效保濕霜,1,450,450,momo,高雄,C7997
2025-02-23,ORD-676680,P003,清爽防曬乳 SPF50+,2,520,1040,實體門市,新竹,C6529
2025-12-03,ORD-729057,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台南,C6163
2025-10-09,ORD-532373,P006,舒緩修復面膜,3,180,540,實體門市,台南,C4943
2025-10-16,ORD-902903,P004,溫和卸妝水,4,350,1400,momo,台南,C8412
2025-08-18,ORD-861594,P007,男士全效保濕霜,1,450,450,官網,台南,C1267
2025-09-23,ORD-106887,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台中,C4519
2025-06-11,ORD-636107,P001,控油潔面凝膠,6,380,2280,蝦皮,台北,C1618
2025-08-24,ORD-245131,P006,舒緩修復面膜,2,180,360,momo,台南,C5093
2025-04-30,ORD-196369,P005,毛孔緊緻精華液,3,680,2040,實體門市,新竹,C4562
2025-02-09,ORD-281301,P006,舒緩修復面膜,4,180,720,實體門市,新竹,C2562
2025-11-01,ORD-866288,P005,毛孔緊緻精華液,1,680,680,實體門市,台北,C1916
2025-06-21,ORD-536754,P006,舒緩修復面膜,4,180,720,官網,台中,C1187
2025-11-21,ORD-419588,P007,男士全效保濕霜,1,450,450,官網,台南,C9846
2025-10-17,ORD-626806,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,台中,C1827
2025-12-11,ORD-889410,P007,男士全效保濕霜,4,450,1800,官網,台中,C8076
2025-05-29,ORD-238610,P007,男士全效保濕霜,2,450,900,momo,台北,C8796
2025-10-20,ORD-518582,P001,控油潔面凝膠,5,380,1900,momo,台北,C7529
2025-09-14,ORD-899049,P007,男士全效保濕霜,2,450,900,蝦皮,高雄,C4245
2025-09-07,ORD-305625,P007,男士全效保濕霜,5,450,2250,蝦皮,台中,C2173
2025-05-17,ORD-817999,P007,男士全效保濕霜,3,450,1350,官網,台北,C7776
2025-08-05,ORD-299742,P006,舒緩修復面膜,3,180,540,momo,台南,C1396
2025-06-06,ORD-961493,P003,清爽防曬乳 SPF50+,6,520,3120,實體門市,新竹,C3389
2025-08-14,ORD-818651,P001,控油潔面凝膠,3,380,1140,momo,台中,C2405
2025-02-27,ORD-751168,P001,控油潔面凝膠,2,380,760,蝦皮,台南,C1225
2025-06-25,ORD-594078,P002,保濕控油化妝水,5,420,2100,官網,台南,C4424
2025-10-03,ORD-672967,P004,溫和卸妝水,2,350,700,momo,新竹,C8913
2025-11-15,ORD-494900,P003,清爽防曬乳 SPF50+,1,520,520,官網,台南,C3790
2025-01-31,ORD-927524,P005,毛孔緊緻精華液,2,680,1360,momo,台北,C8617
2025-12-02,ORD-507523,P001,控油潔面凝膠,1,380,380,momo,台南,C2767
2025-01-10,ORD-342397,P005,毛孔緊緻精華液,4,680,2720,實體門市,新竹,C2631
2025-06-11,ORD-657381,P008,美白淡斑精華,5,780,3900,官網,台中,C4258
2025-09-14,ORD-847078,P008,美白淡斑精華,5,780,3900,官網,台北,C5053
2025-09-29,ORD-613731,P005,毛孔緊緻精華液,3,680,2040,實體門市,台中,C1301
2025-06-27,ORD-755602,P006,舒緩修復面膜,3,180,540,momo,台中,C9212
2025-05-22,ORD-505977,P001,控油潔面凝膠,3,380,1140,官網,新竹,C5590
2025-04-26,ORD-511929,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,台北,C7262
2025-09-24,ORD-352036,P004,溫和卸妝水,4,350,1400,蝦皮,高雄,C6118
2025-11-06,ORD-668573,P006,舒緩修復面膜,4,180,720,蝦皮,台中,C3270
2025-10-25,ORD-424008,P004,溫和卸妝水,2,350,700,蝦皮,高雄,C3378
2025-12-02,ORD-171108,P003,清爽防曬乳 SPF50+,3,520,1560,官網,台中,C6203
2025-03-16,ORD-534152,P001,控油潔面凝膠,3,380,1140,實體門市,台南,C8258
2025-11-23,ORD-916953,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台北,C3155
2025-04-05,ORD-746915,P001,控油潔面凝膠,5,380,1900,momo,新竹,C4783
2025-11-02,ORD-820767,P004,溫和卸妝水,2,350,700,官網,台南,C2302
2025-12-19,ORD-626725,P008,美白淡斑精華,2,780,1560,實體門市,台南,C4014
2025-07-18,ORD-244192,P008,美白淡斑精華,4,780,3120,蝦皮,台中,C4707
2025-01-17,ORD-382967,P007,男士全效保濕霜,1,450,450,實體門市,台中,C4323
2025-04-15,ORD-560623,P002,保濕控油化妝水,2,420,840,實體門市,台南,C8496
2025-05-07,ORD-913920,P007,男士全效保濕霜,4,450,1800,官網,新竹,C7232
2025-06-10,ORD-878533,P007,男士全效保濕霜,5,450,2250,官網,新竹,C2791
2025-08-20,ORD-357657,P008,美白淡斑精華,1,780,780,實體門市,台北,C7347
2025-09-22,ORD-405323,P001,控油潔面凝膠,2,380,760,實體門市,高雄,C5989
2025-05-27,ORD-542983,P008,美白淡斑精華,2,780,1560,momo,新竹,C1893
2025-12-20,ORD-970206,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,台北,C9202
2025-02-27,ORD-829928,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,高雄,C7775
2025-06-15,ORD-287567,P008,美白淡斑精華,1,780,780,實體門市,新竹,C4308
2025-08-21,ORD-825318,P002,保濕控油化妝水,5,420,2100,蝦皮,台北,C2494
2025-02-28,ORD-189450,P008,美白淡斑精華,3,780,2340,實體門市,新竹,C3619
2025-07-13,ORD-905579,P007,男士全效保濕霜,1,450,450,蝦皮,台南,C3459
2025-03-25,ORD-906519,P003,清爽防曬乳 SPF50+,2,520,1040,官網,高雄,C6047
2025-06-08,ORD-756883,P008,美白淡斑精華,3,780,2340,蝦皮,台北,C3155
2025-04-14,ORD-902575,P001,控油潔面凝膠,5,380,1900,momo,台北,C8514
2025-09-12,ORD-946677,P008,美白淡斑精華,5,780,3900,官網,新竹,C9084
2025-05-02,ORD-791505,P004,溫和卸妝水,5,350,1750,實體門市,高雄,C7719
2025-08-15,ORD-106892,P002,保濕控油化妝水,8,420,3360,蝦皮,新竹,C5556
2025-11-14,ORD-293818,P004,溫和卸妝水,1,350,350,蝦皮,台北,C6718
2025-01-19,ORD-799396,P003,清爽防曬乳 SPF50+,1,520,520,momo,台南,C2436
2025-01-26,ORD-286906,P002,保濕控油化妝水,4,420,1680,蝦皮,台南,C3906
2025-08-22,ORD-197649,P006,舒緩修復面膜,1,180,180,momo,台南,C7038
2025-07-14,ORD-168079,P002,保濕控油化妝水,7,420,2940,momo,高雄,C3204
2025-03-04,ORD-652654,P005,毛孔緊緻精華液,3,680,2040,實體門市,新竹,C4438
2025-12-23,ORD-161010,P004,溫和卸妝水,5,350,1750,官網,新竹,C9666
2025-02-14,ORD-926471,P008,美白淡斑精華,5,780,3900,momo,高雄,C6185
2025-05-13,ORD-744129,P006,舒緩修復面膜,2,180,360,實體門市,新竹,C9154
2025-09-10,ORD-344026,P003,清爽防曬乳 SPF50+,5,520,2600,momo,台中,C1025
2025-03-02,ORD-755843,P001,控油潔面凝膠,4,380,1520,官網,台中,C7793
2025-07-31,ORD-687638,P001,控油潔面凝膠,5,380,1900,蝦皮,台北,C4296
2025-12-20,ORD-928580,P005,毛孔緊緻精華液,3,680,2040,官網,台南,C5919
2025-09-17,ORD-219366,P006,舒緩修復面膜,1,180,180,momo,台南,C7488
2025-10-19,ORD-303440,P001,控油潔面凝膠,2,380,760,momo,台南,C8849
2025-08-31,ORD-262934,P001,控油潔面凝膠,4,380,1520,實體門市,新竹,C6490
2025-08-25,ORD-975671,P007,男士全效保濕霜,1,450,450,momo,新竹,C6169
2025-10-12,ORD-705445,P001,控油潔面凝膠,2,380,760,momo,台南,C2084
2025-03-18,ORD-455627,P005,毛孔緊緻精華液,1,680,680,實體門市,新竹,C3719
2025-10-20,ORD-724103,P007,男士全效保濕霜,2,450,900,官網,台南,C6152
2025-12-30,ORD-533973,P001,控油潔面凝膠,3,380,1140,官網,高雄,C4893
2025-07-10,ORD-326639,P008,美白淡斑精華,3,780,2340,momo,台中,C2838
2025-07-11,ORD-565330,P001,控油潔面凝膠,3,380,1140,官網,高雄,C9192
2025-03-20,ORD-606957,P004,溫和卸妝水,3,350,1050,momo,台南,C3347
2025-02-20,ORD-859767,P003,清爽防曬乳 SPF50+,2,520,1040,官網,高雄,C7350
2025-09-25,ORD-426087,P002,保濕控油化妝水,1,420,420,官網,新竹,C2426
2025-06-20,ORD-208111,P008,美白淡斑精華,1,780,780,momo,台北,C6114
2025-11-24,ORD-310297,P004,溫和卸妝水,3,350,1050,蝦皮,台南,C5532
2025-09-30,ORD-803724,P006,舒緩修復面膜,4,180,720,官網,台南,C3446
2025-03-22,ORD-115997,P005,毛孔緊緻精華液,1,680,680,官網,台中,C9888
2025-06-29,ORD-248433,P006,舒緩修復面膜,3,180,540,momo,新竹,C5011
2025-03-29,ORD-743052,P002,保濕控油化妝水,3,420,1260,momo,新竹,C8268
2025-01-26,ORD-593602,P003,清爽防曬乳 SPF50+,1,520,520,官網,台北,C7284
2025-01-28,ORD-510954,P002,保濕控油化妝水,4,420,1680,蝦皮,新竹,C8304
2025-11-12,ORD-448475,P006,舒緩修復面膜,3,180,540,蝦皮,新竹,C2286
2025-08-27,ORD-591022,P003,清爽防曬乳 SPF50+,4,520,2080,官網,高雄,C6085
2025-12-17,ORD-342948,P008,美白淡斑精華,4,780,3120,蝦皮,台中,C5227
2025-07-06,ORD-833599,P007,男士全效保濕霜,2,450,900,momo,台南,C8426
2025-09-07,ORD-598424,P001,控油潔面凝膠,1,380,380,官網,台南,C8842
2025-08-25,ORD-733801,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,新竹,C2686
2025-07-27,ORD-780999,P002,保濕控油化妝水,6,420,2520,官網,台南,C9728
2025-08-25,ORD-533525,P007,男士全效保濕霜,5,450,2250,蝦皮,新竹,C4992
2025-10-08,ORD-502460,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台南,C4411
2025-12-22,ORD-694764,P007,男士全效保濕霜,4,450,1800,momo,新竹,C4869
2025-03-30,ORD-977394,P002,保濕控油化妝水,5,420,2100,實體門市,台北,C8584
2025-06-16,ORD-422998,P002,保濕控油化妝水,5,420,2100,實體門市,台北,C2781
2025-12-17,ORD-618306,P007,男士全效保濕霜,3,450,1350,官網,台北,C4565
2025-03-13,ORD-792984,P001,控油潔面凝膠,2,380,760,蝦皮,高雄,C9704
2025-05-30,ORD-706005,P007,男士全效保濕霜,5,450,2250,實體門市,台中,C4369
2025-12-15,ORD-697978,P006,舒緩修復面膜,3,180,540,momo,高雄,C6640
2025-02-15,ORD-635218,P001,控油潔面凝膠,5,380,1900,實體門市,台中,C5819
2025-02-01,ORD-155708,P006,舒緩修復面膜,5,180,900,官網,新竹,C6885
2025-02-26,ORD-346668,P005,毛孔緊緻精華液,1,680,680,實體門市,新竹,C7459
2025-11-17,ORD-525756,P006,舒緩修復面膜,4,180,720,實體門市,高雄,C9931
2025-04-19,ORD-245824,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,新竹,C7301
2025-07-04,ORD-402483,P007,男士全效保濕霜,2,450,900,蝦皮,台中,C1190
2025-02-06,ORD-856379,P001,控油潔面凝膠,2,380,760,實體門市,高雄,C3224
2025-02-13,ORD-578180,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,新竹,C3945
2025-08-21,ORD-959907,P007,男士全效保濕霜,5,450,2250,實體門市,高雄,C6821
2025-04-26,ORD-733941,P003,清爽防曬乳 SPF50+,4,520,2080,官網,新竹,C9161
2025-05-02,ORD-672696,P005,毛孔緊緻精華液,4,680,2720,momo,台北,C1620
2025-10-18,ORD-218661,P008,美白淡斑精華,3,780,2340,實體門市,台北,C3327
2025-09-27,ORD-642060,P005,毛孔緊緻精華液,4,680,2720,官網,新竹,C2449
2025-05-06,ORD-817303,P008,美白淡斑精華,1,780,780,momo,新竹,C1864
2025-06-25,ORD-637566,P001,控油潔面凝膠,6,380,2280,實體門市,新竹,C6431
2025-08-04,ORD-403257,P006,舒緩修復面膜,3,180,540,蝦皮,台北,C5981
2025-10-16,ORD-759868,P005,毛孔緊緻精華液,1,680,680,實體門市,新竹,C3770
2025-10-21,ORD-948188,P001,控油潔面凝膠,3,380,1140,官網,台南,C8942
2025-02-12,ORD-180595,P003,清爽防曬乳 SPF50+,5,520,2600,momo,台南,C3171
2025-11-12,ORD-999529,P005,毛孔緊緻精華液,3,680,2040,momo,台北,C2827
